person_key,letter,source_kind,source_key,video_key,politician_key,line_no,line_from,line_to,start_time,end_time,start_s,end_s,char_start,char_end,line_text,line_sha256,score,criterion_code,criterion_key,criterion_index,direction,quote,rationale,confidence,speaker,contract_version,run_id,assessed_at
tucker_carlson,a,transcription,1cbw1utqzHg,1cbw1utqzHg,tucker_carlson_us_pres,458,458,458,1:08:59,1:09:07,4139.05,4147.14,72461,72587,"countervailing campaign. There was almost nobody who went to the president and said, ""Well, actually, here's the American view",201cf1dec321aa2b145fbbd31e099d99c3c08151bd6c722977d2648b62ed05e0,5,A2Hs6LxN,officials_answer_elsewhere,3,toward,"There was almost nobody who went to the president and said, ""Well, actually, here's the American view","Says the president heard essentially no countervailing case putting the American view before the decision, so the input he acted on came from one side only. A claim about where the direction came from; no channel and no remedy in this line.",high,SPEAKER_00,1.0,grp_a_20260905T2336Z_4286,2026-09-05T23:36:00.000Z
tucker_carlson,a,transcription,1cbw1utqzHg,1cbw1utqzHg,tucker_carlson_us_pres,514,514,514,1:19:22,1:19:42,4762.3,4782.4,83089,83423,"And basically... So Assad must go, which is a slogan that all of a sudden emerged out of nowhere. Right. That was not like an organic American desire. It wasn't like Americans woke up and were like, you know, the problem, the problem really is this ophthalmologist from Syria, he must go. That reflected the priorities of Israel, not",9925d74d605662a13fd979cc919a37c39dfa0474a9f8330cbf2d5baf66fd02ab,6,AuP2gV6k,foreign_capture_named_as_problem,10,toward,"That was not like an organic American desire. It wasn't like Americans woke up and were like, you know, the problem, the problem really is this ophthalmologist from Syria, he must go. That reflected the priorities of Israel",Says a named US policy goal did not originate in any American demand and reflected a foreign state's priorities instead. Names the instance and the mechanism of origin; no remedy stated in the line.,high,SPEAKER_00,1.0,grp_a_20260905T2336Z_4286,2026-09-05T23:36:00.000Z
tucker_carlson,a,transcription,1cbw1utqzHg,1cbw1utqzHg,tucker_carlson_us_pres,536,536,536,1:23:29,1:23:43,5009.4,5023.76,87363,87664,"of these dynamics are very well known to everyone in Washington, everyone who pretends this is not real, the Tom Cottons of the world, Lindsey Grahams or whatever, you know, the liars, everybody knows. Everybody knows, pro-Israel people know, anti-Israel people know that what you're saying is true. I",3e28c836763d4e9a9c7caf1e48ea0a20ed486694032bab085974eb7a899da608,5,AuP2gV6k,foreign_capture_named_as_problem,10,toward,"of these dynamics are very well known to everyone in Washington, everyone who pretends this is not real","Says the foreign-influence dynamics under discussion are known throughout Washington and publicly denied there. A claim about a concealed consensus; no channel, no cost and no remedy in this line.",high,SPEAKER_00,1.0,grp_a_20260905T2336Z_4286,2026-09-05T23:36:00.000Z
tucker_carlson,a,transcription,1cbw1utqzHg,1cbw1utqzHg,tucker_carlson_us_pres,540,540,540,1:23:48,1:23:57,5028.11,5037.96,87722,87877,"since it was clear that we were being pushed by the Netanyahu government into this war, that they were choosing the timing, they chose the timing, right? I",a5fca809320a779ce39704578b91fd6b9e224d341f9acb0cde313330743204d2,6,AuP2gV6k,foreign_capture_named_as_problem,10,toward,"it was clear that we were being pushed by the Netanyahu government into this war, that they were choosing the timing, they chose the timing",States in his own voice that a named foreign government pushed the United States into the war and set its timing. Named actor plus a named instance; the corrective half sits elsewhere in the source rather than in this line.,high,SPEAKER_00,1.0,grp_a_20260905T2336Z_4286,2026-09-05T23:36:00.000Z
tucker_carlson,a,transcription,1cbw1utqzHg,1cbw1utqzHg,tucker_carlson_us_pres,548,548,548,1:24:16,1:24:28,5056.14,5068.55,88167,88343,How could what kind of pressure does it require to get a president who campaigned against exactly this thing for 10 years to do exactly this thing? What does it take to do that,dda5d58aedb08c6e9d9ae7fb81922c530a2f1397e07689525073424254b359ce,6,A2Hs6LxN,officials_answer_elsewhere,3,toward,what kind of pressure does it require to get a president who campaigned against exactly this thing for 10 years to do exactly this thing?,"Names pressure on the president as the operative force behind a reversal of a ten-year campaign position on a named decision. Anchored and specific; names no channel and no remedy, which holds it below the +8 band.",high,SPEAKER_00,1.0,grp_a_20260905T2336Z_4286,2026-09-05T23:36:00.000Z
tucker_carlson,a,transcription,1cbw1utqzHg,1cbw1utqzHg,tucker_carlson_us_pres,609,609,609,1:32:46,1:33:11,5566.25,5591.43,97126,97546,"can't imagine a legitimate justification for that. I mean, maybe I'm missing something, but from a non-specialist perspective, something horrible has happened. The U.S. government, its core function is to investigate crime, particularly murder. Here you have an agency whose job it is to run down the rabbit trails you've described, and you're stopped from doing that. We don't want the information. - Right. - Why would",30268c9b5ded14234852cbfdd3cf7f3fc3179cf0b4a28d137bc5d4091411dbae,6,A3Mb9Ntr,secrecy_as_the_instrument,8,toward,"The U.S. government, its core function is to investigate crime, particularly murder. Here you have an agency whose job it is to run down the rabbit trails you've described, and you're stopped from doing that.","Says a federal agency was stopped from collecting information on a murder it was equipped to investigate, and treats the refusal of the information as the thing that has to be explained. Concealment named as load-bearing; no holder named and no remedy in this line.",high,SPEAKER_00,1.0,grp_a_20260905T2336Z_4286,2026-09-05T23:36:00.000Z
tucker_carlson,a,transcription,1cbw1utqzHg,1cbw1utqzHg,tucker_carlson_us_pres,639,639,639,1:37:56,1:38:46,5876.59,5926.34,102712,103515,"certain point, I've really tried not to say anything about it because I don't know the answers. But I want them to be found because I believe in justice and because I love Charlie. But I think everything you have said may be dismissed as crazy or evil, but tell me how. - Right. - With reference to the words you've just spoken, I don't see how someone could level a legitimate attack on you and won't stop them. You mentioned the breaches of the president's security that have been reported. One that was reported, and I can't say whether it's true. I'm only asking to see if you know that it is true. But it's been reported that Prime Minister Netanyahu's security tail was caught twice. by Secret Service attaching some kind of device to the president's Secret Service Emergency Response Vehicle. I",656f321b31ae7e24c6b2eed7712757b4f47a274bc64ded930e26d2a144caf945,5,AcL7xF4s,falsifier_offered,9,toward,I've really tried not to say anything about it because I don't know the answers. But I want them to be found because I believe in justice,"States the limit of his own knowledge on a contested killing and says he wants the answers found rather than asserting them. Falsifier class present as a stated refusal to conclude ahead of the record; no test is named, so it sits at the middle of the band.",high,SPEAKER_00,1.0,grp_a_20260905T2336Z_4286,2026-09-05T23:36:00.000Z
tucker_carlson,a,transcription,1cbw1utqzHg,1cbw1utqzHg,tucker_carlson_us_pres,693,693,693,1:45:07,1:45:20,6307.77,6320.83,110469,110758,"we're just not going to look into, very obvious leads, or divulge information that everyone knows they have, for example, the surveillance tape from the shooting range at which Thomas Crooks trained, because it would answer the question, was he training with somebody? And if so, who? They",e0e45b1b62322c5d167f759c7a05e31fdab46c977d6214e3ce88c7471bfd9e5e,7,AeB5hM9w,forced_disclosure_wanted,15,toward,"divulge information that everyone knows they have, for example, the surveillance tape from the shooting range at which Thomas Crooks trained, because it would answer the question, was he training with somebody?","Demands a specific withheld record, names the body that has it, and states exactly what its release would settle. Named record plus the question it would answer; no deadline and no penalty, which holds it below the top band.",high,SPEAKER_00,1.0,grp_a_20260905T2336Z_4286,2026-09-05T23:36:00.000Z
tucker_carlson,a,transcription,1cbw1utqzHg,1cbw1utqzHg,tucker_carlson_us_pres,714,714,714,1:46:58,1:47:18,6418.27,6438,112633,113022,"hope everyone watching will just clip that tape and keep it on your phone and replay it every day, 'cause that is one of the primary ways that the intel agencies and federal law enforcement influence public opinion, influence elections. That's the way they influence the perception of what's going on, but more than anything, it's the way that they hide their own behavior from the public",3ad6c6f7740cd8afe659811ce347b073501f36faf2f124efc5f2d644ee82f7dc,8,A7kQm2Zx,power_above_the_elected,0,toward,"that is one of the primary ways that the intel agencies and federal law enforcement influence public opinion, influence elections","Names two actors - intelligence agencies and federal law enforcement - and says the tactic just described moves public opinion and elections and keeps their own conduct from the public. Actor, the class that pays and a civic remedy are all in the line; the middle step of the mechanism was supplied by the guest and is restated here by reference, which is what holds it below +9.",high,SPEAKER_00,1.0,grp_a_20260905T2336Z_4286,2026-09-05T23:36:00.000Z
tucker_carlson,a,transcription,1cbw1utqzHg,1cbw1utqzHg,tucker_carlson_us_pres,735,735,735,1:48:38,1:48:49,6518.02,6529.41,114258,114375,justification for keeping classified a document that must under law be released and that was produced generations ago,14084451e81af291262c6fb696e50bc8c0ecae9a442dca5879e1dcc60b9d99ee,6,AeB5hM9w,forced_disclosure_wanted,15,toward,keeping classified a document that must under law be released and that was produced generations ago,"Demands release of records he says a statute already requires be released, and names the age of the material as removing any live basis for withholding. Instrument class plus an anchor; no holder named in this line.",high,SPEAKER_00,1.0,grp_a_20260905T2336Z_4286,2026-09-05T23:36:00.000Z
tucker_carlson,a,transcription,1cbw1utqzHg,1cbw1utqzHg,tucker_carlson_us_pres,746,746,746,1:50:50,1:51:22,6650.13,6682.49,116638,117086,"I mean, this fact, the fact that the government doesn't have to tell you what it's doing, even though you pay for it, just invalidates the whole concept of consent to the government. Like how can you give consent to something you know nothing about, right? But more than that, it creates a moral poison at the center of the society. Lying is a sin, it's the core sin, and lies beget lies, and they, like cancer, destroy the body in which they live",3227abd2bd1b40cbdd9a5ae49503a652c2d3aa33b4e0e2be65826d39bb4f3938,7,A3Mb9Ntr,secrecy_as_the_instrument,8,toward,"the fact that the government doesn't have to tell you what it's doing, even though you pay for it, just invalidates the whole concept of consent to the government","States concealment as the load-bearing thing: a government that need not say what it does cannot obtain consent from the citizens who fund it. Mechanism stated in the right direction plus the named loser, the people who pay; the remedy sits on the following line rather than this one.",high,SPEAKER_00,1.0,grp_a_20260905T2336Z_4286,2026-09-05T23:36:00.000Z
