person_key,letter,source_kind,source_key,video_key,politician_key,line_no,line_from,line_to,start_time,end_time,start_s,end_s,char_start,char_end,line_text,line_sha256,score,criterion_code,criterion_key,criterion_index,direction,quote,rationale,confidence,speaker,contract_version,run_id,assessed_at
tucker_carlson,a,transcription,1cbw1utqzHg,1cbw1utqzHg,tucker_carlson_us_pres,458,458,458,1:08:59,1:09:07,4139.05,4147.14,72461,72587,"countervailing campaign. There was almost nobody who went to the president and said, ""Well, actually, here's the American view",201cf1dec321aa2b145fbbd31e099d99c3c08151bd6c722977d2648b62ed05e0,5,A2Hs6LxN,officials_answer_elsewhere,3,toward,"There was almost nobody who went to the president and said, ""Well, actually, here's the American view","Says the president heard essentially no countervailing case putting the American view before the decision, so the input he acted on came from one side only. A claim about where the direction came from; no channel and no remedy in this line.",high,SPEAKER_00,1.0,grp_a_20260905T2336Z_4286,2026-09-05T23:36:00.000Z
tucker_carlson,a,transcription,1cbw1utqzHg,1cbw1utqzHg,tucker_carlson_us_pres,514,514,514,1:19:22,1:19:42,4762.3,4782.4,83089,83423,"And basically... So Assad must go, which is a slogan that all of a sudden emerged out of nowhere. Right. That was not like an organic American desire. It wasn't like Americans woke up and were like, you know, the problem, the problem really is this ophthalmologist from Syria, he must go. That reflected the priorities of Israel, not",9925d74d605662a13fd979cc919a37c39dfa0474a9f8330cbf2d5baf66fd02ab,6,AuP2gV6k,foreign_capture_named_as_problem,10,toward,"That was not like an organic American desire. It wasn't like Americans woke up and were like, you know, the problem, the problem really is this ophthalmologist from Syria, he must go. That reflected the priorities of Israel",Says a named US policy goal did not originate in any American demand and reflected a foreign state's priorities instead. Names the instance and the mechanism of origin; no remedy stated in the line.,high,SPEAKER_00,1.0,grp_a_20260905T2336Z_4286,2026-09-05T23:36:00.000Z
tucker_carlson,a,transcription,1cbw1utqzHg,1cbw1utqzHg,tucker_carlson_us_pres,536,536,536,1:23:29,1:23:43,5009.4,5023.76,87363,87664,"of these dynamics are very well known to everyone in Washington, everyone who pretends this is not real, the Tom Cottons of the world, Lindsey Grahams or whatever, you know, the liars, everybody knows. Everybody knows, pro-Israel people know, anti-Israel people know that what you're saying is true. I",3e28c836763d4e9a9c7caf1e48ea0a20ed486694032bab085974eb7a899da608,5,AuP2gV6k,foreign_capture_named_as_problem,10,toward,"of these dynamics are very well known to everyone in Washington, everyone who pretends this is not real","Says the foreign-influence dynamics under discussion are known throughout Washington and publicly denied there. A claim about a concealed consensus; no channel, no cost and no remedy in this line.",high,SPEAKER_00,1.0,grp_a_20260905T2336Z_4286,2026-09-05T23:36:00.000Z
tucker_carlson,a,transcription,1cbw1utqzHg,1cbw1utqzHg,tucker_carlson_us_pres,540,540,540,1:23:48,1:23:57,5028.11,5037.96,87722,87877,"since it was clear that we were being pushed by the Netanyahu government into this war, that they were choosing the timing, they chose the timing, right? I",a5fca809320a779ce39704578b91fd6b9e224d341f9acb0cde313330743204d2,6,AuP2gV6k,foreign_capture_named_as_problem,10,toward,"it was clear that we were being pushed by the Netanyahu government into this war, that they were choosing the timing, they chose the timing",States in his own voice that a named foreign government pushed the United States into the war and set its timing. Named actor plus a named instance; the corrective half sits elsewhere in the source rather than in this line.,high,SPEAKER_00,1.0,grp_a_20260905T2336Z_4286,2026-09-05T23:36:00.000Z
tucker_carlson,a,transcription,1cbw1utqzHg,1cbw1utqzHg,tucker_carlson_us_pres,548,548,548,1:24:16,1:24:28,5056.14,5068.55,88167,88343,How could what kind of pressure does it require to get a president who campaigned against exactly this thing for 10 years to do exactly this thing? What does it take to do that,dda5d58aedb08c6e9d9ae7fb81922c530a2f1397e07689525073424254b359ce,6,A2Hs6LxN,officials_answer_elsewhere,3,toward,what kind of pressure does it require to get a president who campaigned against exactly this thing for 10 years to do exactly this thing?,"Names pressure on the president as the operative force behind a reversal of a ten-year campaign position on a named decision. Anchored and specific; names no channel and no remedy, which holds it below the +8 band.",high,SPEAKER_00,1.0,grp_a_20260905T2336Z_4286,2026-09-05T23:36:00.000Z
tucker_carlson,a,transcription,1cbw1utqzHg,1cbw1utqzHg,tucker_carlson_us_pres,609,609,609,1:32:46,1:33:11,5566.25,5591.43,97126,97546,"can't imagine a legitimate justification for that. I mean, maybe I'm missing something, but from a non-specialist perspective, something horrible has happened. The U.S. government, its core function is to investigate crime, particularly murder. Here you have an agency whose job it is to run down the rabbit trails you've described, and you're stopped from doing that. We don't want the information. - Right. - Why would",30268c9b5ded14234852cbfdd3cf7f3fc3179cf0b4a28d137bc5d4091411dbae,6,A3Mb9Ntr,secrecy_as_the_instrument,8,toward,"The U.S. government, its core function is to investigate crime, particularly murder. Here you have an agency whose job it is to run down the rabbit trails you've described, and you're stopped from doing that.","Says a federal agency was stopped from collecting information on a murder it was equipped to investigate, and treats the refusal of the information as the thing that has to be explained. Concealment named as load-bearing; no holder named and no remedy in this line.",high,SPEAKER_00,1.0,grp_a_20260905T2336Z_4286,2026-09-05T23:36:00.000Z
tucker_carlson,a,transcription,1cbw1utqzHg,1cbw1utqzHg,tucker_carlson_us_pres,639,639,639,1:37:56,1:38:46,5876.59,5926.34,102712,103515,"certain point, I've really tried not to say anything about it because I don't know the answers. But I want them to be found because I believe in justice and because I love Charlie. But I think everything you have said may be dismissed as crazy or evil, but tell me how. - Right. - With reference to the words you've just spoken, I don't see how someone could level a legitimate attack on you and won't stop them. You mentioned the breaches of the president's security that have been reported. One that was reported, and I can't say whether it's true. I'm only asking to see if you know that it is true. But it's been reported that Prime Minister Netanyahu's security tail was caught twice. by Secret Service attaching some kind of device to the president's Secret Service Emergency Response Vehicle. I",656f321b31ae7e24c6b2eed7712757b4f47a274bc64ded930e26d2a144caf945,5,AcL7xF4s,falsifier_offered,9,toward,I've really tried not to say anything about it because I don't know the answers. But I want them to be found because I believe in justice,"States the limit of his own knowledge on a contested killing and says he wants the answers found rather than asserting them. Falsifier class present as a stated refusal to conclude ahead of the record; no test is named, so it sits at the middle of the band.",high,SPEAKER_00,1.0,grp_a_20260905T2336Z_4286,2026-09-05T23:36:00.000Z
tucker_carlson,a,transcription,1cbw1utqzHg,1cbw1utqzHg,tucker_carlson_us_pres,693,693,693,1:45:07,1:45:20,6307.77,6320.83,110469,110758,"we're just not going to look into, very obvious leads, or divulge information that everyone knows they have, for example, the surveillance tape from the shooting range at which Thomas Crooks trained, because it would answer the question, was he training with somebody? And if so, who? They",e0e45b1b62322c5d167f759c7a05e31fdab46c977d6214e3ce88c7471bfd9e5e,7,AeB5hM9w,forced_disclosure_wanted,15,toward,"divulge information that everyone knows they have, for example, the surveillance tape from the shooting range at which Thomas Crooks trained, because it would answer the question, was he training with somebody?","Demands a specific withheld record, names the body that has it, and states exactly what its release would settle. Named record plus the question it would answer; no deadline and no penalty, which holds it below the top band.",high,SPEAKER_00,1.0,grp_a_20260905T2336Z_4286,2026-09-05T23:36:00.000Z
tucker_carlson,a,transcription,1cbw1utqzHg,1cbw1utqzHg,tucker_carlson_us_pres,714,714,714,1:46:58,1:47:18,6418.27,6438,112633,113022,"hope everyone watching will just clip that tape and keep it on your phone and replay it every day, 'cause that is one of the primary ways that the intel agencies and federal law enforcement influence public opinion, influence elections. That's the way they influence the perception of what's going on, but more than anything, it's the way that they hide their own behavior from the public",3ad6c6f7740cd8afe659811ce347b073501f36faf2f124efc5f2d644ee82f7dc,8,A7kQm2Zx,power_above_the_elected,0,toward,"that is one of the primary ways that the intel agencies and federal law enforcement influence public opinion, influence elections","Names two actors - intelligence agencies and federal law enforcement - and says the tactic just described moves public opinion and elections and keeps their own conduct from the public. Actor, the class that pays and a civic remedy are all in the line; the middle step of the mechanism was supplied by the guest and is restated here by reference, which is what holds it below +9.",high,SPEAKER_00,1.0,grp_a_20260905T2336Z_4286,2026-09-05T23:36:00.000Z
tucker_carlson,a,transcription,1cbw1utqzHg,1cbw1utqzHg,tucker_carlson_us_pres,735,735,735,1:48:38,1:48:49,6518.02,6529.41,114258,114375,justification for keeping classified a document that must under law be released and that was produced generations ago,14084451e81af291262c6fb696e50bc8c0ecae9a442dca5879e1dcc60b9d99ee,6,AeB5hM9w,forced_disclosure_wanted,15,toward,keeping classified a document that must under law be released and that was produced generations ago,"Demands release of records he says a statute already requires be released, and names the age of the material as removing any live basis for withholding. Instrument class plus an anchor; no holder named in this line.",high,SPEAKER_00,1.0,grp_a_20260905T2336Z_4286,2026-09-05T23:36:00.000Z
tucker_carlson,a,transcription,1cbw1utqzHg,1cbw1utqzHg,tucker_carlson_us_pres,746,746,746,1:50:50,1:51:22,6650.13,6682.49,116638,117086,"I mean, this fact, the fact that the government doesn't have to tell you what it's doing, even though you pay for it, just invalidates the whole concept of consent to the government. Like how can you give consent to something you know nothing about, right? But more than that, it creates a moral poison at the center of the society. Lying is a sin, it's the core sin, and lies beget lies, and they, like cancer, destroy the body in which they live",3227abd2bd1b40cbdd9a5ae49503a652c2d3aa33b4e0e2be65826d39bb4f3938,7,A3Mb9Ntr,secrecy_as_the_instrument,8,toward,"the fact that the government doesn't have to tell you what it's doing, even though you pay for it, just invalidates the whole concept of consent to the government","States concealment as the load-bearing thing: a government that need not say what it does cannot obtain consent from the citizens who fund it. Mechanism stated in the right direction plus the named loser, the people who pay; the remedy sits on the following line rather than this one.",high,SPEAKER_00,1.0,grp_a_20260905T2336Z_4286,2026-09-05T23:36:00.000Z
tucker_carlson,g,transcription,1cbw1utqzHg,1cbw1utqzHg,tucker_carlson_us_pres,204,204,204,0:21:05,0:21:34,1265.63,1294.63,20532,20989,"that is his... almost contemporaneous explanation and it's not offhand. He reasons it out, he explains there's a logic chain there and he says, we knew not that Iran was going to attack. He did not say that. He said we knew that Israel was going to attack Iran and in retaliation for those attacks by Israel against Iran, Iran might attack American forces. So the imminent threat that the Secretary of State is describing is not from Iran, it's from Israel",551e6b78263c160e6cf625265ee2daac584829169d78b34c9262ae50109405d8,-8,G6rGs8Mu,names_the_primary_document,15,away,"He said we knew that Israel was going to attack Iran and in retaliation for those attacks by Israel against Iran, Iran might attack American forces. So the imminent threat that the Secretary of State is describing is not from Iran, it's from Israel","Goes to the primary record - the Secretary of State's own contemporaneous statement, played in full moments earlier - parses its logic chain and shows that what it actually says differs from how the imminent-threat claim had been characterised. Two away moves in one passage: the primary-record anchor and the finding-versus-summary separation.",high,SPEAKER_00,1.0,grp_g_20260905T2336Z_4286,2026-09-05T23:36:00.000Z
tucker_carlson,g,transcription,1cbw1utqzHg,1cbw1utqzHg,tucker_carlson_us_pres,274,274,274,0:38:37,0:38:48,2317.6,2328.58,39861,40118,be clear there was no intelligence that showed an imminent threat there was no intelligence that showed they were on the cusp of building a nuclear weapon there was no intelligence indeed that showed they were trying to build a nuclear weapon and nobody you,a1076250b997e4f1af218a9e54a56d58d7ee00105d6b6fe7880ba6b50c4caab4,-5,G9dHk3Ph,war_necessity_from_the_briefing,6,toward,there was no intelligence that showed an imminent threat there was no intelligence that showed they were on the cusp of building a nuclear weapon there was no intelligence indeed that showed they were trying to build a nuclear weapon,"Interrogates the stated official case for the strikes by nailing down point by point, with the official who held the clearance, what the underlying intelligence did and did not show, instead of repeating the case as settled. Names the gap in the official account; no document is named, which is why it stays in the middle away band.",high,SPEAKER_00,1.0,grp_g_20260905T2336Z_4286,2026-09-05T23:36:00.000Z
tucker_carlson,g,transcription,1cbw1utqzHg,1cbw1utqzHg,tucker_carlson_us_pres,386,386,386,0:58:10,0:58:36,3490.2,3516.18,60539,61017,"that we wound up six months later getting another lecture about their nuclear capability and its imminent threat to the United States and nuclear-tipped ballistic missiles aimed at Miami and the whole thing? And nobody, first of all, there was no organized equipment. protest against this like in a normal country you'd think people rise up and be like whoa whoa whoa you just told us six months ago the exact opposite what did internally in the intel world people say what the",f99b3cc0fb5e2c178a434ac1580f7d29e2996e3a38b8daddd031e335c07f7356,-4,G7kQm2Xa,official_assessment_as_settled,0,toward,we wound up six months later getting another lecture about their nuclear capability and its imminent threat to the United States,"Sets two official assessments six months apart against each other - the earlier saying the nuclear threat had been removed, the later saying it was imminent - and declines to treat either as settled. Names a specific contradiction inside the official account without going to a document.",high,SPEAKER_00,1.0,grp_g_20260905T2336Z_4286,2026-09-05T23:36:00.000Z
tucker_carlson,g,transcription,1cbw1utqzHg,1cbw1utqzHg,tucker_carlson_us_pres,666,666,666,1:41:54,1:42:08,6114.12,6128.82,106839,107104,"lot. It confuses me a lot since I didn't approach the question with anything like that in mind. I mean, we put this documentary out. We got information, the information you described. We got a lot of his online activity, which we've been told didn't exist. And this",b068de97b93b760d5fa857c1003bef8d9a8250bdb4a8a3f0e3877da983847110,-5,G4mPz6Xs,official_denial_treated_as_dispositive,13,toward,"We got a lot of his online activity, which we've been told didn't exist","Sets material his own team obtained against an official statement that the material did not exist, rather than accepting a statement about that body's own conduct. Independent record used against a denial; the record is described rather than cited. This line sits in a rapid exchange, so confidence is medium.",medium,SPEAKER_00,1.0,grp_g_20260905T2336Z_4286,2026-09-05T23:36:00.000Z
tucker_carlson,g,transcription,1cbw1utqzHg,1cbw1utqzHg,tucker_carlson_us_pres,693,693,693,1:45:07,1:45:20,6307.77,6320.83,110469,110758,"we're just not going to look into, very obvious leads, or divulge information that everyone knows they have, for example, the surveillance tape from the shooting range at which Thomas Crooks trained, because it would answer the question, was he training with somebody? And if so, who? They",e0e45b1b62322c5d167f759c7a05e31fdab46c977d6214e3ce88c7471bfd9e5e,-5,GcN3jF9q,single_actor_conclusion_as_closed,11,toward,"we're just not going to look into, very obvious leads, or divulge information that everyone knows they have",Refuses to treat the official account of a contested event as closed and names a specific unexamined line of inquiry and a specific withheld item in the record. Names the gaps instead of restating the conclusion; no document quoted.,high,SPEAKER_00,1.0,grp_g_20260905T2336Z_4286,2026-09-05T23:36:00.000Z
tucker_carlson,g,transcription,1cbw1utqzHg,1cbw1utqzHg,tucker_carlson_us_pres,810,810,810,2:00:20,2:00:25,7220.65,7225.68,126612,126721,"no one has said anything about it, but it's entirely possible that the coordinates were given to us by Israel",167d7c9d7d8b56febc6ec5b04ece6af9d24f767b2051dab72856d58326b313f2,-3,GvS8pW6z,names_the_gap_instead_of_filling_it,19,away,"no one has said anything about it, but it's entirely possible that the coordinates were given to us by Israel","Marks the provenance of the strike's targeting coordinates as unknown and unaddressed and reasons with that gap visible instead of filling it with a certainty of his own. Names the gap; does not name the withholding authority or how much of the chain it is, so it stays at the shallow end of the away band.",high,SPEAKER_00,1.0,grp_g_20260905T2336Z_4286,2026-09-05T23:36:00.000Z
tucker_carlson,i,transcription,1cbw1utqzHg,1cbw1utqzHg,tucker_carlson_us_pres,102,102,102,0:11:23,0:11:40,683.75,700.27,11392,11691,"most important question we face because this is not the first time the United States has entered into this kind of war against the wishes of its own population and in clear contravention of its own interests, against its interests. This isn't good for us. No one has made the case that it's good for",2d07d7bb88f0b90ca2b2603c2f753cbc7836c1954e48aff3cc47897a097ff099,-6,I9cFt2Wk,opposes_new_middle_east_war,22,away,"the United States has entered into this kind of war against the wishes of its own population and in clear contravention of its own interests, against its interests. This isn't good for us.",Argues against the war on the ground that it was entered against the population's wishes and against the country's own interests. A citizens-first ground applied to a concrete war in this letter's territory; the cost itself is named on other lines rather than this one.,high,SPEAKER_00,1.0,grp_i_20260905T2336Z_4286,2026-09-05T23:36:00.000Z
tucker_carlson,i,transcription,1cbw1utqzHg,1cbw1utqzHg,tucker_carlson_us_pres,106,106,106,0:11:47,0:11:58,707.19,718.42,11803,11941,"don't believe that, then check the prices of food and fuel and everything you buy because everything you buy is dependent on the price of",b07afc2f8089d2947b1aed98a45d227ba9880217d8a3f199dbf7859491938579,-4,I9cFt2Wk,opposes_new_middle_east_war,22,away,check the prices of food and fuel and everything you buy,"Names the concrete US cost of the war for ordinary citizens - food and fuel prices moving with the closure of a shipping strait. The loser is named; the opposition itself is stated on adjacent lines, so this row carries the cost half only.",high,SPEAKER_00,1.0,grp_i_20260905T2336Z_4286,2026-09-05T23:36:00.000Z
tucker_carlson,i,transcription,1cbw1utqzHg,1cbw1utqzHg,tucker_carlson_us_pres,164,164,164,0:16:56,0:17:26,1016.3,1046.62,16426,16923,"secrets, be honest for once in decades about what is actually happening, things that everybody who lives here suspects are happening. In some cases, we're probably wrong. We've come to the wrong conclusions. That's okay. Tell us what actually happened. Tell us why you did this. And let's reorient this country where it should be, which is around its own citizens. Make the decisions that you make based on one criterion, is this good for my people or not, in the way that a father would lead his",90fa629fa6426a310b64660fba00189649f84867abdc3030d03bc373593ad757,-4,I3xRn8Dp,us_citizens_first_principle,21,away,"let's reorient this country where it should be, which is around its own citizens. Make the decisions that you make based on one criterion, is this good for my people or not","States the citizens-first principle as a decision rule for government choices. The principle is unambiguous and broad; the concrete policy it is applied to sits in the surrounding passage rather than in this line, which is why it is not the full -5.",high,SPEAKER_00,1.0,grp_i_20260905T2336Z_4286,2026-09-05T23:36:00.000Z
tucker_carlson,i,transcription,1cbw1utqzHg,1cbw1utqzHg,tucker_carlson_us_pres,354,354,354,0:54:06,0:54:29,3246.78,3269.38,56433,56745,"Those seem like very obvious steps, not to minimize the threat from Iran, but to lock down the United States in permawar. We can't get out after we do that. You kill the negotiator, you attack, our closest ally in the region is probably Qatar. You attack Qatar, apparently? Like, no one thought this might happen",bdadaa3be6db43403773ea898515cbcfe19934b1af032ed72fdeebc077ba527e,-5,I9cFt2Wk,opposes_new_middle_east_war,22,away,"not to minimize the threat from Iran, but to lock down the United States in permawar. We can't get out after we do that.","Argues that an ally's escalation steps are locking the United States into a war it cannot exit, and names that entrapment as the US cost. Opposition to entry plus a named US cost; no principle stated in the line.",high,SPEAKER_00,1.0,grp_i_20260905T2336Z_4286,2026-09-05T23:36:00.000Z
tucker_carlson,i,transcription,1cbw1utqzHg,1cbw1utqzHg,tucker_carlson_us_pres,433,433,433,1:05:35,1:05:49,3935.44,3949.39,68835,69048,"I wonder, I mean, so you've already seen in the wake of a recent terror attack, neocons use that attack as a way to try and censored, shut down, maybe even imprisoned, critics of the decision to go to war in Iran",016edb6deb00896d7b357b47e1cbd10a755f4114f5801b6e204402d03bee9296,-5,I2mVs7Lz,criminalize_criticism_of_ally,14,toward,"neocons use that attack as a way to try and censored, shut down, maybe even imprisoned, critics of the decision to go to war in Iran","Objects to US state power being used to silence and possibly jail Americans who criticised entering the war. The criterion's ordinary firing is advocacy of such punishment; here the subject argues against it, so the sign is negative. The American speaker is the named loser.",high,SPEAKER_00,1.0,grp_i_20260905T2336Z_4286,2026-09-05T23:36:00.000Z
tucker_carlson,i,transcription,1cbw1utqzHg,1cbw1utqzHg,tucker_carlson_us_pres,787,787,787,1:57:39,1:57:57,7059.12,7077.89,123780,124118,"lift some sanctions. - We'd have to lift some sanctions, yeah. - And why wouldn't we? We've had sanctions for decades And according to the neocons, they had no effect on the nuclear program, which posed an imminent threat. So, like, what is the argument? We've had sanctions for decades, and I don't see how we benefited from that at all",c25b7de4623b1c24e7e4e58a82e5848bd63821f21c93bbb08a25bdfb0aeae5d6,-4,I3xRn8Dp,us_citizens_first_principle,21,away,"We've had sanctions for decades, and I don't see how we benefited from that at all","Applies a what-did-Americans-get test to a concrete instrument, decades of sanctions, and argues on that ground for lifting them. Citizens-first test applied to a named policy; no principle stated as a rule, and the line merges a short guest answer with his question, so confidence is medium.",medium,SPEAKER_00,1.0,grp_i_20260905T2336Z_4286,2026-09-05T23:36:00.000Z
