person_key,letter,source_kind,source_key,video_key,politician_key,line_no,line_from,line_to,start_time,end_time,start_s,end_s,char_start,char_end,line_text,line_sha256,score,criterion_code,criterion_key,criterion_index,direction,quote,rationale,confidence,speaker,contract_version,run_id,assessed_at
casey_putsch,n,transcription,-ppRBPzwj0A,-ppRBPzwj0A,casey_putsch_oh_gov,235,235,235,0:22:16,0:22:37,1336.89,1357.04,23417,23816,"there's more room. So that here we can finish the Daytona prototype, we can keep working on the Exosphere. You got the carts and the sprint car up there. I had to jam the Zero up here for now 'cause that's my workspace in the back. So it's just kind of the relationship there. Maybe someday someone or some corporation will support millions of dollars so Gina's garage can have its own stuff. until",4098e64959943fd5702664db4512f72712ec63f748988c882d7c156b3891c440,4,Nbz5Wp6d,business_operations,3,toward,I had to jam the Zero up here for now 'cause that's my workspace in the back,"Walks through how the shop floor is allocated across the projects — where the IndyCar, the Daytona prototype and the Exosphere sit, and which space he gave up — and says he donates his own spot and tools. Short but specific operational content, which is the +3 to +4 band rather than the standard trigger.",medium,SPEAKER_05,1.0,grp_n_20260905T2336Z_4286,2026-09-05T23:40:21.000Z
casey_putsch,n,transcription,-ppRBPzwj0A,-ppRBPzwj0A,casey_putsch_oh_gov,250,250,250,0:24:05,0:24:57,1445.94,1497.18,25623,26561,here's the second half of the stock intake and we're going to get rid of all that stuff with the cooling going through it and whatnot we're going to cut off this flange and we're going to another flange and we're going to weld it on straight so your throttle your butterfly will be here will be mechanical throttle and it'll tube will just go right through there so it's only going to be this long so you're not going to have all these miles and miles of cockamamie tubing so you'll be able to reduce lag quite a bit but be able to cool it and with the we have a big water radiator here we also have two others that can make it so it's only half a water radiator and the other side could in fact just be for the the water from the intercooler or what we may try is this is a very nice cnr radiator this alone this radiator alone is potentially enough to cool this whole motor up to like 400 or 500 horsepower so if all the cooling of the,ce53c9e687c4f50f01ba18a64c98166e67e4e6dd8392a2cbe10113b04b4c374e,7,Ntk6Yb2h,technical_or_professional_subject,7,toward,so you're not going to have all these miles and miles of cockamamie tubing so you'll be able to reduce lag quite a bit but be able to cool it,"Works through the whole charge path — cutting and rewelding the stock intake flange, a mechanical throttle, a water-to-air intercooler, and the trade between charge-pipe length, turbo lag and cooling — then reasons about whether one radiator has the capacity to carry both loops. A long, dense, richly specific technical stretch that plainly characterises the source, with no policy claim anywhere in it.",high,SPEAKER_26,1.0,grp_n_20260905T2336Z_4286,2026-09-05T23:40:21.000Z
casey_putsch,n,transcription,00RbDt1O20A,00RbDt1O20A,casey_putsch_oh_gov,5,5,5,0:00:44,0:00:57,44.95,57.49,606,869,"they did go too far and made a mistake, which I think is disappointing for how obscenely expensive Stanford University is, and you'd think the education was really good, but they clearly didn't do any research to see where it came from. So I'm going to read that",e4d8d53394b803ece2058426189e66c76dea1488de34c1f6a43378df8e4d7969,-3,Nap2Qx7n,sustained_political_argument,12,away,"they did go too far and made a mistake, which I think is disappointing for how obscenely expensive Stanford University is","Takes a position on a named institution's published language guidance, saying it went too far and that the institution failed to do the research, and ties that to what the institution charges. A stated opinion on an institution's conduct rather than a dropped aside — it opens an argument the source returns to throughout. Short band because the passage states the position without developing it.",high,SPEAKER_05,1.0,grp_n_20260905T2336Z_4286,2026-09-05T23:41:07.000Z
casey_putsch,n,transcription,00RbDt1O20A,00RbDt1O20A,casey_putsch_oh_gov,18,18,18,0:02:54,0:03:19,174.98,199.3,2971,3330,"males in society and the anatomy known as testicles have been referred to as balls. However, balls to the wall is actually an aviation phrase, which means that the throttle quadrants of an aircraft have little spheres on them. And spheres are also known as balls, colloquially. And that means if you take all them balls or spheres and push all your throttles",a16fe62139ca8a084a4ff6436824331d345d0acd0b500b059d63983e5a88ac12,4,Ntk6Yb2h,technical_or_professional_subject,7,toward,"balls to the wall is actually an aviation phrase, which means that the throttle quadrants of an aircraft have little spheres on them","Explains the origin of a phrase by describing an aircraft control mechanism — the throttle quadrant and the spherical grips on its levers — and derives the phrase's meaning from pushing the levers forward. Technical subject matter explained on its own terms, with no prescription attached to this passage. Held at +4 rather than +5 because the mechanism is stated in one step; the fuller exposition comes later in the source.",high,SPEAKER_03,1.0,grp_n_20260905T2336Z_4286,2026-09-05T23:41:07.000Z
casey_putsch,n,transcription,00RbDt1O20A,00RbDt1O20A,casey_putsch_oh_gov,30,30,30,0:04:25,0:04:54,265.83,294.1,4664,5241,"use the word shaft anymore because you know anatomy and it would spin. and there was a device on here with with a tube it would have these arms that go from the top of the spinning thing to spheres of calculated weights or balls now those balls would would swing down with gravity here like this and there would be levers that come down here to that tube and as it would spin the faster it would spin the balls from centrifugal force would come out and out and out and out and out and all the way And when, as they go out, they would go up like this and come outward and lift",f9acd0469f5dd2eae07c3e315eceee655b3bf815ad233099a390dbfd478dd6cb,5,Ntk6Yb2h,technical_or_professional_subject,7,toward,there would be levers that come down here to that tube and as it would spin the faster it would spin the balls from centrifugal force would come out,"Walks through the operation of a centrifugal governor on a steam locomotive step by step: a spinning shaft, arms carrying spheres of calculated weight, centrifugal force swinging them outward as speed rises, and levers translating that movement up a sleeve. A causal path stated in the right direction at the depth of somebody who has handled the mechanism. Met by substitution: the criterion's exemplars are code and a 3D printer; the subject's instance is period mechanical engineering. Standard band for sustained, specific technical exposition.",high,SPEAKER_03,1.0,grp_n_20260905T2336Z_4286,2026-09-05T23:41:07.000Z
casey_putsch,n,transcription,00RbDt1O20A,00RbDt1O20A,casey_putsch_oh_gov,63,63,63,0:09:09,0:10:11,549.2,611.96,10092,11450,"servicing because that relates to a one-sided sexual relationship. Lube job, because oh my god, you can't call mechanics grease monkeys anymore because it sounds too close to an ethic. If you have the title to a car, we can't call you an owner because like there were people, there were owners of slaves because some people can't own a car and they have to lease it and then some people are communists and then we can't call it climate controller anymore. We can't call it carpet anymore because that's not fair to lesbian culture. Brake pads, that relates to feminine hygiene projects like the color of a car. We can't say black. We can't say red. We can't say yellow. And we sure as hell can't say white. White wall tires. Hoosier tires sounds too much like Hoosier daddy. Indian motorcycle. Oh my God. Triumph motorcycle. That's not fair. You got to change your name because triumph refers to winning or triumphing over other people. And that's about oppression. Everybody should get a trophy like vice. You're going to work on something in a vice that has to do with addiction. And that's never somebody's choice or fault. Give those people money. Building a chassis, building a tube chassis, fine, but we can't call it a monocoque chassis anymore even though that is spelled completely different because it sounds like cock and i can't take it anymore",f690ddf2ec235ffe1ccf3337327cc6339af6e96ef30bb77b2b6c0154c2bfc042,-6,Nap2Qx7n,sustained_political_argument,12,away,we can't call it a monocoque chassis anymore even though that is spelled completely different because it sounds like cock and i can't take it anymore,"The culmination of a sustained satirical catalogue in which the subject applies the reasoning of the language guidance to dozens of automotive terms in turn, running through slavery, communism, lesbian culture, racial colour terms and Native American naming before breaking off. The register is parody: these are not positions the subject asserts, they are a reductio arguing the logic has no stopping point. Scored as sustained argument because the reductio is the argument, delivered at length and with heat. Standard disqualifier band.",high,SPEAKER_31,1.0,grp_n_20260905T2336Z_4286,2026-09-05T23:41:07.000Z
casey_putsch,n,transcription,00RbDt1O20A,00RbDt1O20A,casey_putsch_oh_gov,69,69,69,0:11:20,0:11:59,680.5,719.62,12696,13368,"Now, I did this big silly rant-ish act type thing because, you know, there's honesty here. And I think it is important for us all to be kind and sensitive to other people and not just be mean. But the fact of the matter is the world is mean. Horrible things happen in humanity as a culture and an animal on planet Earth has some very bad traits. Truthfully, I love animals across the board, but my least favorite animals are primates because of the traits they have as well as humans. So no matter what I'm saying is, people will always be offensive to other people and they will always use words in an offensive way. And the fact of the matter is that I can use any word",5fde69b81dddcbb53d65ba07ea1a7513abeb69ed7707d3518d2849a9274dde9a,-5,Nap2Qx7n,sustained_political_argument,12,away,people will always be offensive to other people and they will always use words in an offensive way,"States the thesis the preceding satire was built to support: that offence is a permanent feature of human conduct and any word can be turned to it, so a list of permitted words cannot reach the thing it aims at. A general claim about human nature deployed as the ground of a position on a contested cultural question, developed across the passage rather than mentioned once.",high,SPEAKER_03,1.0,grp_n_20260905T2336Z_4286,2026-09-05T23:41:07.000Z
casey_putsch,n,transcription,00RbDt1O20A,00RbDt1O20A,casey_putsch_oh_gov,108,108,108,0:14:34,0:15:01,874.82,901.08,15698,16054,"what? We can't change people. We have to allow civilization and humanity to evolve. Hopefully, if we find ways to have common positive goals, and we find ways to come together instead of being divisive, then will civilization and humanity potentially grow. But until that time, it's not going to happen. And even if we had a perfect list of approved words",5d0a7b2a45a80152beca5924a139fa037116fd23c8c3dbb8f71612310b3f95d1,-5,Nap2Qx7n,sustained_political_argument,12,away,"We can't change people. We have to allow civilization and humanity to evolve. Hopefully, if we find ways to have common positive goals, and we find ways to come together instead of being divisive, then will civilization and humanity potentially grow.","Argues that regulating the words available to people would not change behaviour, and that a perfect list of approved words would leave human conduct where it found it. This is the prescriptive conclusion of the source's argument, returned to across several consecutive passages.",high,SPEAKER_44,1.0,grp_n_20260905T2336Z_4286,2026-09-05T23:41:07.000Z
casey_putsch,n,transcription,00RbDt1O20A,00RbDt1O20A,casey_putsch_oh_gov,126,126,126,0:16:08,0:16:15,968.04,975.91,16966,17101,"has nothing to do with Red Bull or Blue Pill. This has to do with just understanding reality, understanding that none of us are perfect",27221c769f0593280bf615eaf95e852ec3c04c186cc782c878221f8541b4180c,-3,Npi7Gv5s,partisan_identity_declaration,16,away,has nothing to do with Red Bull or Blue Pill. This has to do with just understanding reality,"Places the argument outside the partisan frame the subject names, and characterises their own position as simply understanding reality rather than as a side. The criterion names that move — declining to be sorted while advancing a contested position — as a declaration of political identity, and it fires at the light end because nothing further is built on it. Medium confidence: this can also be read as a claim about the topic rather than about the speaker.",medium,SPEAKER_54,1.0,grp_n_20260905T2336Z_4286,2026-09-05T23:41:07.000Z
casey_putsch,n,transcription,00RbDt1O20A,00RbDt1O20A,casey_putsch_oh_gov,136,136,136,0:16:33,0:16:48,993.49,1008,17375,17552,"stop pretending that we alone are victims and look around and go, hey, a lot of us have got it pretty good. What can we make of tomorrow for the positive and betterment together",07cc225ad73012b8a2a3d04fff983d4441bbff9812d64e11052f5a78139e69fe,-4,Nap2Qx7n,sustained_political_argument,12,away,"stop pretending that we alone are victims and look around and go, hey, a lot of us have got it pretty good","Takes a position on claims of victimhood, saying they should be set aside in favour of noticing how much people have. A contested cultural claim stated as the closing argument of the source, not an aside. Short-passage band because it is asserted once and not developed.",high,SPEAKER_54,1.0,grp_n_20260905T2336Z_4286,2026-09-05T23:41:07.000Z
casey_putsch,n,transcription,0HtK_qMVG_4,0HtK_qMVG_4,casey_putsch_oh_gov,31,31,31,0:04:09,0:05:04,249.24,304.1,3757,4699,"and downshifting and upshifting all that but I really just wanted to go over the basics so in coming up to a stop line like I just did here some other young people have asked me relating to it. Do you just push it neutral, or excuse me, push in the clutch and just like coast up with the engine going back to idle and breaking? Or do you downshift, you know, like you're in a motorcycle or in a race car? Or if you're driving along at 55 miles an hour, do you just push in the clutch, stick it in first gear until you get there? All right, well the last one, don't do that. One of the fastest ways to wear out a gearbox and just screw it up and destroy the synchros is, people who literally will be driving down the road at 55 miles an hour, they know they've got a 90 degree corner coming up, which in general in cars is a second gear corner. So they'll push in the clutch and just jam it in second, even though the car is still doing like",067f7f8adc445c3b9cb542d50c2f67b4ed18662c1a45a4821c560d3c73a9fbbe,5,Ntk6Yb2h,technical_or_professional_subject,7,toward,One of the fastest ways to wear out a gearbox and just screw it up and destroy the synchros,"Explains, at mechanical depth and with no prescription attached, why selecting a low gear at a speed the gearbox is not turning at damages the synchronisers, and names the exact driving habit that does it (a 90-degree corner taken by jamming second at 55 mph). Technical subject matter on its merits; nothing political adjacent. Sits at the standard band rather than higher because it states the failure and the practice without yet giving the internal mechanism, which arrives in the lines that follow.",high,SPEAKER_01,1.0,grp_n_20260905T2336Z_4286,2026-09-05T23:36:00.000Z
