person_key,letter,source_kind,source_key,video_key,politician_key,line_no,line_from,line_to,start_time,end_time,start_s,end_s,char_start,char_end,line_text,line_sha256,score,criterion_code,criterion_key,criterion_index,direction,quote,rationale,confidence,speaker,contract_version,run_id,assessed_at
ro_khanna,n,transcription,-ONkkFgs6L8,-ONkkFgs6L8,ro_khanna_ca_17,25,25,25,0:02:09,0:02:17,129.06,137.04,2321,2469,gamed the system why don't we audit everyone who took those covid loans and make sure they actually qualified that would start that'd be a start i'm,51f6ca318c880306f940d52be20715f2f5f1a6a1dbaf9d7865c6bcba1a2f745f,-4,Npa9Fh4p,named_policy_advocacy,13,away,why don't we audit everyone who took those covid loans and make sure they actually qualified,"Prescribes one identified measure - auditing every recipient of the COVID loans to confirm they qualified - and calls it a start. A single prescription stated once and not returned to, so it sits at the light end of the advocacy band.",high,SPEAKER_09,1.0,grp_n_20260905T2336Z_4286,2026-09-05T23:41:07.000Z
ro_khanna,n,transcription,-ONkkFgs6L8,-ONkkFgs6L8,ro_khanna_ca_17,47,47,47,0:04:27,0:04:57,267.52,297.77,4589,5039,"And my view is that we should first stop the price gouging of hospitals and make sure that there's not aggressive debt collection, but then we should set up a federal fund for those hospitals to be able to be compensated for the legitimate debt. I'm very open that I think it should be the taxpayers that are paying for the medical debt for people. But I just think as a society, we shouldn't have people going into debt. I think it's wrong. I don't",e0a63cf608cfbbe13bd4e8499c10542d1df6911b51ab48e73200add42e59be48,-5,Npa9Fh4p,named_policy_advocacy,13,away,"we should first stop the price gouging of hospitals and make sure that there's not aggressive debt collection, but then we should set up a federal fund for those hospitals to be able to be compensated for the legitimate debt","Prescribes a three-part remedy for medical debt: stop hospital price gouging, prevent aggressive debt collection, and set up a federal fund to compensate hospitals for the legitimate debt, with the same passage naming the taxpayer as the payer. A described instrument with a stated fate and a named funding source.",high,SPEAKER_25,1.0,grp_n_20260905T2336Z_4286,2026-09-05T23:41:07.000Z
ro_khanna,n,transcription,-ONkkFgs6L8,-ONkkFgs6L8,ro_khanna_ca_17,57,57,57,0:05:41,0:05:46,341.67,346.89,5773,5863,"you. Now, we may disagree, but I think Medicare for all would actually lower costs because",aa01b54adac77342afbb9fcdffd04f650761f0459178c9683ed31318d882d068,-4,Npa9Fh4p,named_policy_advocacy,13,away,I think Medicare for all would actually lower costs,"States a position on a named policy instrument, that Medicare for All would lower costs, introduced with an acknowledgement that the interviewer may disagree. A named instrument with a stated position, hedged at the point of statement, so it sits at the light end of the band.",medium,SPEAKER_38,1.0,grp_n_20260905T2336Z_4286,2026-09-05T23:41:07.000Z
ro_khanna,x,transcription,-ONkkFgs6L8,-ONkkFgs6L8,ro_khanna_ca_17,25,25,25,0:02:09,0:02:17,129.06,137.04,2321,2469,gamed the system why don't we audit everyone who took those covid loans and make sure they actually qualified that would start that'd be a start i'm,51f6ca318c880306f940d52be20715f2f5f1a6a1dbaf9d7865c6bcba1a2f745f,-4,Xa9Vk5Sn,wants_the_good_law_to_pass,13,away,why don't we audit everyone who took those covid loans and make sure they actually qualified,"Argues that a described accountability measure should be taken up: auditing every recipient of the COVID loans to confirm they qualified, offered as something bipartisan to do before other legislation. Substitution test: the criterion's exemplars are filed disclosure measures such as the federal-settlement and slush-fund disclosure records, and the subject's instance is a mandatory audit of an emergency public-money programme - the same class, INSTRUMENT plus FATE, with no MECHANISM named. The foreign-noun strike test was run and is inert: the quote names no foreign state. -4 rather than -5 because the instrument is described rather than filed or named, and the doubt about whether an audit belongs to the good-law class is real.",medium,SPEAKER_09,1.0,grp_x_20260905T2336Z_4286,2026-09-05T23:41:07.000Z
ro_khanna,a,transcription,-cfLB_32Ltk,-cfLB_32Ltk,ro_khanna_ca_17,23,23,23,0:02:13,0:02:44,133.04,164.39,2190,2639,"regime change in Venezuela? We just had the American people vote against regime change, against the deep state. The American people do not want regime change wars. They want us focused on spending money here at home, on dealing with the rising prices groceries and here we have a president giving 20 billion dollars to argentina and now talking about getting us into a war in venezuela while we have record inflation and housing prices going up and",60413d5c8eedd292a5d2b677d036a621bbf881886c77d3e83d246c4a56a17b27,4,A7kQm2Zx,power_above_the_elected,0,toward,"We just had the American people vote against regime change, against the deep state.","Names the deep state as a power the American electorate voted against, and sets that beside a sitting president ordering covert action for regime change in Venezuela. One anchor is present - a recent national vote and a named present action - but no channel, no actor inside the named power, no cost attributed to it and no remedy for it, so the claim about who decides runs for one clause and is dropped. Depth, not vocabulary, is what holds it in this band.",medium,SPEAKER_02,1.0,grp_a_20260905T2336Z_4286,2026-09-05T23:36:00.000Z
ro_khanna,a,transcription,-cfLB_32Ltk,-cfLB_32Ltk,ro_khanna_ca_17,28,28,28,0:02:56,0:03:34,176.04,214.26,2859,3505,"the reporting looks like. I mean, they are engaged in covert actions by their own admission. It's not just strikes on these ships with potential drug cartels. I mean, they're talking about action within Venezuela. They're talking about strikes within Venezuela. When is this country going to learn after 20 years in Afghanistan, after Iraq, after Libya, after Yemen? The American people are tired of overseas wars. They're tired of our jobs going offshore. And where they want us to focus is to spend money here at home to bring down grocery prices, to bring down housing prices, to bring down child care costs, to create jobs in America. I want",db662ffcb4c3ed137a4fa4e2fa0a24f3f02a252eba22f5bfa86c2fcd6da040ef,5,AwK1pD8f,one_direction_both_parties,6,toward,"When is this country going to learn after 20 years in Afghanistan, after Iraq, after Libya, after Yemen? The American people are tired of overseas wars.","Names a concrete continuity - four overseas wars across twenty years and administrations of both parties - and sets it against what he says citizens want. Anchor class met by substitution: the criterion's exemplar is a surveillance authority reauthorised under changed control; the subject's instance is four named conflicts, at the same depth. He does not read the continuity as evidence of a decision-maker outside the election and names no mechanism and no remedy, which is what holds it below the +7 band.",medium,SPEAKER_02,1.0,grp_a_20260905T2336Z_4286,2026-09-05T23:36:00.000Z
ro_khanna,a,transcription,-cfLB_32Ltk,-cfLB_32Ltk,ro_khanna_ca_17,46,46,46,0:04:39,0:05:34,279.07,334.09,4629,5572,"patriots who are coming out. They are standing up as citizens for our Constitution. They're standing up for the First Amendment and freedom of speech, saying you can't just make comedy illegal. They're standing up to say you can't have masked ICE agents ripping away kids from their families. But you know what is sad to me is I have never denigrated ordinary Americans who voted for Donald Trump. I've said that we need to treat our fellow citizens with respect. I've actually gone into communities that have overwhelmingly voted for Donald Trump and tried to engage in dialogue. I was just on with Benny Johnson, who's a prominent podcaster for Donald Trump. What we need is less insulting in this country. What we need is less denigration of people who may not vote for us. And we need to start dealing with some kind of respect and civility for our fellow Americans who are patriots. And that's what I think this country deeply wants. All",736e8bc4218186a277688f7994e4ad759489b63fdab1802d13e7eac6e17d5af1,6,AmD4jV7p,citizens_dismissed_as_a_class,20,away,I have never denigrated ordinary Americans who voted for Donald Trump. I've said that we need to treat our fellow citizens with respect.,"Answers this criterion in the opposite direction and therefore scores positive on an away criterion: instead of disqualifying a class of citizens, he refuses to, and backs the refusal with a stated practice - going into communities that voted the other way and appearing on a podcast aligned with them. In the same answer he describes the protesters being called a hate rally as citizens standing up for the Constitution rather than as a class not to be answered. Class met by substitution: the criterion's exemplar is citizens raising a capture question; the subject's instances are the other party's voters and street protesters. No mechanism or remedy is named, which holds it below +8.",medium,SPEAKER_02,1.0,grp_a_20260905T2336Z_4286,2026-09-05T23:36:00.000Z
ro_khanna,g,transcription,-cfLB_32Ltk,-cfLB_32Ltk,ro_khanna_ca_17,28,28,28,0:02:56,0:03:34,176.04,214.26,2859,3505,"the reporting looks like. I mean, they are engaged in covert actions by their own admission. It's not just strikes on these ships with potential drug cartels. I mean, they're talking about action within Venezuela. They're talking about strikes within Venezuela. When is this country going to learn after 20 years in Afghanistan, after Iraq, after Libya, after Yemen? The American people are tired of overseas wars. They're tired of our jobs going offshore. And where they want us to focus is to spend money here at home to bring down grocery prices, to bring down housing prices, to bring down child care costs, to create jobs in America. I want",db662ffcb4c3ed137a4fa4e2fa0a24f3f02a252eba22f5bfa86c2fcd6da040ef,-3,G6rGs8Mu,names_the_primary_document,15,away,"the reporting looks like. I mean, they are engaged in covert actions by their own admission.","The official account in question is the administration's characterisation of the operation as strikes on drug-cartel vessels, which is the framing the question put to him carried. He declines to take it as settled and grounds the contest in what the administration has itself admitted about covert action, attributing his other support to press reporting rather than asserting it. That is the away move, but he names no primary document and coverage is not a primary-record anchor under this criterion, so it stays a small away row.",medium,SPEAKER_02,1.0,grp_g_20260905T2336Z_4286,2026-09-05T23:36:00.000Z
ro_khanna,i,transcription,-cfLB_32Ltk,-cfLB_32Ltk,ro_khanna_ca_17,3,3,3,0:00:09,0:00:28,9.42,28.4,163,419,with president trump's caution that was also president biden's caution i have supported every weapons package to ukraine i will continue to support that but we need to really pause before giving weapons that could go deep into russian territory and risking,74f5e7f63f4305eca80b5105b589266dbd863b2876ca76562e1b17d907daf84e,3,I0hRt8Bp,defense_budget_spent_in_ally,9,toward,i have supported every weapons package to ukraine i will continue to support that,"Prescribes continued U.S. military transfers to a foreign state and commits to them. Foreign beneficiary and U.S. instrument are both in the quote; class met by substitution, the criterion's exemplar being funding and production sited in an ally and the subject's instance being recurring weapons packages. No U.S. cost is named or accepted, no foreign-priority rationale is stated, and the same line argues for restraint on further transfers, so it sits at the hedged end of the scale.",medium,SPEAKER_02,1.0,grp_i_20260905T2336Z_4286,2026-09-05T23:36:00.000Z
ro_khanna,i,transcription,-cfLB_32Ltk,-cfLB_32Ltk,ro_khanna_ca_17,13,13,13,0:00:54,0:01:33,54.7,93.81,873,1521,"consistent message. We don't need Vice President Vance dressing down Zelensky in the Oval Office. I think if we have a consistent view that we're going to support Ukraine, we're going to provide them with the military assistance that we have been, and we're going to be working with Europeans to do that, that is what's going to bring success. Putin to the negotiating table. I don't think we have to risk an escalation into a war deep into Russian territory to do that. And by the way, these Tomahawk missiles cost $2.5 billion each. I certainly am not sure that the Europeans or the Americans are going to be able to subsidize them putting aside",42acbc5e23df4cf8282b7aafe7a26a1addd1b56a9746d0a689a7d23c47baf9bd,-3,I4vTb6Rz,defense_dollars_spent_at_home,26,away,these Tomahawk missiles cost $2.5 billion each. I certainly am not sure that the Europeans or the Americans are going to be able to subsidize them,"Argues against a specific U.S. weapons transfer on the ground of what Americans would have to pay for it, anchored on a unit cost he states himself; the figure is his and is quoted rather than corrected here. The concrete case is present and the U.S. taxpayer is the loser being defended, but the underlying principle that American defence appropriations are spent on American capability is not stated, which is the -3 band.",medium,SPEAKER_02,1.0,grp_i_20260905T2336Z_4286,2026-09-05T23:36:00.000Z
ro_khanna,i,transcription,-cfLB_32Ltk,-cfLB_32Ltk,ro_khanna_ca_17,23,23,23,0:02:13,0:02:44,133.04,164.39,2190,2639,"regime change in Venezuela? We just had the American people vote against regime change, against the deep state. The American people do not want regime change wars. They want us focused on spending money here at home, on dealing with the rising prices groceries and here we have a president giving 20 billion dollars to argentina and now talking about getting us into a war in venezuela while we have record inflation and housing prices going up and",60413d5c8eedd292a5d2b677d036a621bbf881886c77d3e83d246c4a56a17b27,-5,I3xRn8Dp,us_citizens_first_principle,21,away,The American people do not want regime change wars. They want us focused on spending money here at home,"States the citizens-first principle and applies it to a concrete policy in this letter's territory - a pending U.S. military action abroad. No act is committed and no political cost is accepted, so it is the ordinary away row. The reading sat between -5 and -6 and the smaller absolute value was taken, as the calibration directs.",high,SPEAKER_02,1.0,grp_i_20260905T2336Z_4286,2026-09-05T23:36:00.000Z
ro_khanna,i,transcription,-cfLB_32Ltk,-cfLB_32Ltk,ro_khanna_ca_17,23,23,23,0:02:13,0:02:44,133.04,164.39,2190,2639,"regime change in Venezuela? We just had the American people vote against regime change, against the deep state. The American people do not want regime change wars. They want us focused on spending money here at home, on dealing with the rising prices groceries and here we have a president giving 20 billion dollars to argentina and now talking about getting us into a war in venezuela while we have record inflation and housing prices going up and",60413d5c8eedd292a5d2b677d036a621bbf881886c77d3e83d246c4a56a17b27,-4,I7kNc3Fj,unconditional_aid_over_citizens,10,toward,here we have a president giving 20 billion dollars to argentina and now talking about getting us into a war in venezuela while we have record inflation and housing prices going up,"Names a transfer to a foreign state with a figure and ranks it below named domestic costs - this criterion's trade with the sign reversed, the U.S. need set above the transfer. Foreign beneficiary and the U.S. loser are both in the quote and explicitly ranked; no act is committed and no political cost is accepted, and the magnitude is kept modest because the principle it rests on is carried by a separate row on the same line.",medium,SPEAKER_02,1.0,grp_i_20260905T2336Z_4286,2026-09-05T23:36:00.000Z
ro_khanna,i,transcription,-cfLB_32Ltk,-cfLB_32Ltk,ro_khanna_ca_17,28,28,28,0:02:56,0:03:34,176.04,214.26,2859,3505,"the reporting looks like. I mean, they are engaged in covert actions by their own admission. It's not just strikes on these ships with potential drug cartels. I mean, they're talking about action within Venezuela. They're talking about strikes within Venezuela. When is this country going to learn after 20 years in Afghanistan, after Iraq, after Libya, after Yemen? The American people are tired of overseas wars. They're tired of our jobs going offshore. And where they want us to focus is to spend money here at home to bring down grocery prices, to bring down housing prices, to bring down child care costs, to create jobs in America. I want",db662ffcb4c3ed137a4fa4e2fa0a24f3f02a252eba22f5bfa86c2fcd6da040ef,-6,I9cFt2Wk,opposes_new_middle_east_war,22,away,"When is this country going to learn after 20 years in Afghanistan, after Iraq, after Libya, after Yemen? The American people are tired of overseas wars.","Argues against U.S. entry into another war abroad and names the citizens' cost, with four named conflicts over twenty years as the anchor and money he says should go to groceries, housing, child care and jobs at home as the trade. Class met by substitution: the criterion's exemplar is a war fought on an ally's behalf; the subject's instance is a prospective war in the Western Hemisphere - the same kind, force used abroad with no U.S. self-defence rationale - at the same depth. No act committed and no political cost accepted, so it stays below -7.",medium,SPEAKER_02,1.0,grp_i_20260905T2336Z_4286,2026-09-05T23:36:00.000Z
ro_khanna,n,transcription,-cfLB_32Ltk,-cfLB_32Ltk,ro_khanna_ca_17,3,3,3,0:00:09,0:00:28,9.42,28.4,163,419,with president trump's caution that was also president biden's caution i have supported every weapons package to ukraine i will continue to support that but we need to really pause before giving weapons that could go deep into russian territory and risking,74f5e7f63f4305eca80b5105b589266dbd863b2876ca76562e1b17d907daf84e,-5,Nap2Qx7n,sustained_political_argument,12,away,i have supported every weapons package to ukraine i will continue to support that but we need to really pause before giving weapons that could go deep into russian territory,"Real, bounded political engagement: a stated position on U.S. weapons transfers with a reason attached, which is the standard disqualifier band. The criterion is direction-blind and party-blind and the number reflects the amount of argument, not its side.",high,SPEAKER_02,1.0,grp_n_20260905T2336Z_4286,2026-09-05T23:36:00.000Z
ro_khanna,n,transcription,-cfLB_32Ltk,-cfLB_32Ltk,ro_khanna_ca_17,13,13,13,0:00:54,0:01:33,54.7,93.81,873,1521,"consistent message. We don't need Vice President Vance dressing down Zelensky in the Oval Office. I think if we have a consistent view that we're going to support Ukraine, we're going to provide them with the military assistance that we have been, and we're going to be working with Europeans to do that, that is what's going to bring success. Putin to the negotiating table. I don't think we have to risk an escalation into a war deep into Russian territory to do that. And by the way, these Tomahawk missiles cost $2.5 billion each. I certainly am not sure that the Europeans or the Americans are going to be able to subsidize them putting aside",42acbc5e23df4cf8282b7aafe7a26a1addd1b56a9746d0a689a7d23c47baf9bd,-6,Nap2Qx7n,sustained_political_argument,12,away,We don't need Vice President Vance dressing down Zelensky in the Oval Office.,"Sustained political argument held across the subject's longest answer to that point - the conduct of a named officeholder, alliance strategy and the cost of a weapons transfer - returned to after the previous question rather than dropped.",high,SPEAKER_02,1.0,grp_n_20260905T2336Z_4286,2026-09-05T23:36:00.000Z
ro_khanna,n,transcription,-cfLB_32Ltk,-cfLB_32Ltk,ro_khanna_ca_17,23,23,23,0:02:13,0:02:44,133.04,164.39,2190,2639,"regime change in Venezuela? We just had the American people vote against regime change, against the deep state. The American people do not want regime change wars. They want us focused on spending money here at home, on dealing with the rising prices groceries and here we have a president giving 20 billion dollars to argentina and now talking about getting us into a war in venezuela while we have record inflation and housing prices going up and",60413d5c8eedd292a5d2b677d036a621bbf881886c77d3e83d246c4a56a17b27,-5,Nip6Kt2r,institutional_power_talk,15,away,"We just had the American people vote against regime change, against the deep state.","Argument about institutional power and who is actually steering policy, made in plain conversational language rather than in any letter's vocabulary, and therefore not ordinary talk. This criterion is symmetric and takes no view on whether the claim is right; it records only that a position about institutional power was argued.",medium,SPEAKER_02,1.0,grp_n_20260905T2336Z_4286,2026-09-05T23:36:00.000Z
ro_khanna,n,transcription,-cfLB_32Ltk,-cfLB_32Ltk,ro_khanna_ca_17,28,28,28,0:02:56,0:03:34,176.04,214.26,2859,3505,"the reporting looks like. I mean, they are engaged in covert actions by their own admission. It's not just strikes on these ships with potential drug cartels. I mean, they're talking about action within Venezuela. They're talking about strikes within Venezuela. When is this country going to learn after 20 years in Afghanistan, after Iraq, after Libya, after Yemen? The American people are tired of overseas wars. They're tired of our jobs going offshore. And where they want us to focus is to spend money here at home to bring down grocery prices, to bring down housing prices, to bring down child care costs, to create jobs in America. I want",db662ffcb4c3ed137a4fa4e2fa0a24f3f02a252eba22f5bfa86c2fcd6da040ef,-6,Nap2Qx7n,sustained_political_argument,12,away,The American people are tired of overseas wars. They're tired of our jobs going offshore.,"A long political passage on foreign wars and domestic spending priorities, specific and returned to after the previous answer, characterising a large part of what the subject came to say.",high,SPEAKER_02,1.0,grp_n_20260905T2336Z_4286,2026-09-05T23:36:00.000Z
